Date,Open,High,Low,Close,Adj Close,Volume
2018-05-24,52000,52000,51100,51400,46375.52344,8289275
2018-05-25,51000,52800,50800,52700,47548.44531,15207266
2018-05-28,52500,53000,52000,52300,47187.54297,9787820
2018-05-29,52200,52500,51300,51300,46285.29297,8480437
2018-05-30,51300,51500,49100,49500,44661.24609,20498098
2018-05-31,50400,50800,49850,50700,45743.94531,63491109
2018-06-01,50500,51700,49950,51300,46285.29297,13038499
2018-06-04,50800,51200,50700,51100,46104.85547,9767171
2018-06-05,51100,51400,50400,51300,46285.29297,9144100
2018-06-07,51800,51800,50500,50600,45653.71875,13590016
2018-06-08,50200,50400,49600,49650,44796.59766,16951706
2018-06-11,49750,50300,49350,49900,45022.14453,10571312
2018-06-12,49700,49800,49250,49400,44571.03516,12110569
2018-06-14,49000,49000,48200,48200,43488.32813,20971729
2018-06-15,48500,48700,47650,47650,42992.08984,17080892
2018-06-18,47600,47650,46200,46600,42044.73828,16661870
2018-06-19,47200,47350,46500,47000,42405.63281,15217971
2018-06-20,47450,47600,46850,47000,42405.63281,12959316
2018-06-21,47900,47900,47050,47050,42450.74219,10015541
2018-06-22,47000,47250,46200,47250,42631.19531,10298006
2018-06-25,47050,47050,46150,46650,42089.84375,10587711
2018-06-26,45900,47300,45900,47000,42405.63281,11223166
2018-06-27,47450,48500,47000,47950,43262.77344,15274752
2018-06-28,46850,47150,46600,46800,42539.23828,12784800
2018-06-29,46250,47150,46200,46650,42402.88672,14099635
2018-07-02,46500,47150,45500,45550,41403.04688,13112253
2018-07-03,45750,46450,45750,46150,41948.41406,10959655
2018-07-04,46700,47050,46050,46250,42039.3125,8776763
2018-07-05,46100,46550,45600,45950,41766.61719,7039773
2018-07-06,45500,45850,44650,44900,40812.21875,17843706
2018-07-09,45500,46100,45200,45600,41448.48828,11602464
2018-07-10,46200,46550,46100,46300,42084.75781,10528665
2018-07-11,46400,46450,45400,46000,41812.06641,11224077
2018-07-12,45900,46250,45450,45500,41357.58594,11828104
2018-07-13,45800,46500,45750,46500,42266.54688,11543389
2018-07-16,46800,46800,46000,46050,41857.51563,7678719
2018-07-17,46150,46200,45600,45850,41675.72656,8892953
2018-07-18,46700,47200,46450,46550,42311.99609,10952645
2018-07-19,47050,47200,46600,46900,42630.14063,9880128
2018-07-20,47000,47600,46700,47450,43130.05859,10474547
2018-07-23,47100,47200,46150,46500,42266.54688,10823782
2018-07-24,46350,46600,45950,46150,41948.41406,8261363
2018-07-25,46250,46550,45900,46150,41948.41406,7222471
2018-07-26,46100,47000,46000,46900,42630.14063,7374946
2018-07-27,46450,47000,46450,46900,42630.14063,4762460
2018-07-30,46550,46800,46350,46500,42266.54688,5723035
2018-07-31,46200,46450,46000,46250,42039.3125,8033607
2018-08-01,46050,46850,46050,46550,42311.99609,7484499
2018-08-02,46550,46800,45500,45550,41403.04688,8560924
2018-08-03,45850,45900,45450,45750,41584.83594,8274944
2018-08-06,46150,46150,45750,45800,41630.27734,6771979
2018-08-07,46300,46750,45900,46700,42448.33984,9058174
2018-08-08,47000,47000,46550,46800,42539.23828,6429338
2018-08-09,47000,47050,46450,46900,42630.14063,12010886
2018-08-10,46150,46400,44850,45400,41266.69922,16670643
2018-08-13,44950,45100,44650,45050,40948.55859,9803831
2018-08-14,44850,45400,44850,45150,41039.46094,6409259
2018-08-16,43800,44650,43700,44250,40221.39063,10088229
2018-08-17,44050,44400,44050,44100,40085.05469,6808747
2018-08-20,43500,44200,43500,43850,39857.8125,7289124
2018-08-21,43700,44900,43700,44800,40721.32422,9520270
2018-08-22,45150,46200,44900,46100,41902.97266,11641656
2018-08-23,46150,46200,45700,46200,41993.86719,6730918
2018-08-24,45900,46400,45550,46150,41948.41406,6582535
2018-08-27,46100,46550,46000,46300,42084.75781,5263782
2018-08-28,46800,46950,46300,46550,42311.99609,7365976
2018-08-29,46750,46800,46400,46800,42539.23828,5572374
2018-08-30,46950,47950,46700,47650,43311.84766,12193231
2018-08-31,47100,48450,47000,48450,44039.01563,13577454
2018-09-03,48200,48300,47300,47450,43130.05859,8595084
2018-09-04,47550,47800,47200,47650,43311.84766,6791255
2018-09-05,47300,47450,46400,46600,42357.44922,9139998
2018-09-06,46200,46400,45800,46100,41902.97266,9040553
2018-09-07,44500,45200,44400,44900,40812.21875,18285508
2018-09-10,45450,45550,45000,45500,41357.58594,9979838
2018-09-11,45550,45900,45050,45050,40948.55859,9865790
2018-09-12,44900,45100,44500,44550,40494.08594,12995269
2018-09-13,44550,44750,44000,44050,40039.60156,18277942
2018-09-14,45000,45850,44900,45850,41675.72656,12446344
2018-09-17,45550,45800,44900,45150,41039.46094,8123384
2018-09-18,44950,45900,44700,45500,41357.58594,9987090
2018-09-19,46000,46200,45700,46150,41948.41406,9367454
2018-09-20,46850,47600,46400,47250,42948.26953,13536966
2018-09-21,46550,47550,46550,47400,43084.61328,14476906
2018-09-27,46950,47500,46450,47500,43500.38281,15804586
2018-09-28,47250,47250,46300,46450,42538.79297,11270515
2018-10-01,46450,46800,45800,46350,42447.21484,6354983
2018-10-02,46450,46700,45700,45700,41851.94922,6607188
2018-10-04,45150,45600,44700,44700,40936.15234,11865327
2018-10-05,44800,45500,44550,44700,40936.15234,10544165
2018-10-08,44200,45200,44200,44950,41165.09766,6759464
2018-10-10,45250,45500,44500,45300,41485.63281,10341349
2018-10-11,44000,44650,43100,43100,39470.875,19324537
2018-10-12,43200,44650,43200,44000,40295.09375,12640906
2018-10-15,44050,44050,43350,43800,40111.93359,7434522
2018-10-16,43700,44150,43350,43600,39928.77344,6825677
2018-10-17,44150,44500,44000,44150,40432.46484,8306193
2018-10-18,43950,44450,43700,44050,40340.88281,8347725
2018-10-19,43900,44150,43450,43900,40203.51172,7842520
2018-10-22,43450,43950,43200,43550,39882.98047,8357648
2018-10-23,43300,43450,42550,43050,39425.08594,9531231
2018-10-24,43050,43100,42250,42550,38967.18359,13522825
2018-10-25,40600,41550,40550,41000,37547.69922,19338170
2018-10-26,41100,41300,40400,41000,37547.69922,14413864
2018-10-29,40850,41950,40550,41400,37914.01953,14460521
2018-10-30,41400,43000,41000,42350,38784.02734,14205190
2018-10-31,42900,43350,41700,42400,38829.8125,17621480
2018-11-01,42450,42950,42150,42150,38600.86719,13423132
2018-11-02,43050,44250,42800,44150,40432.46484,16517112
2018-11-05,43750,43800,42900,43800,40111.93359,9426777
2018-11-06,43750,43800,42950,43750,40066.14453,7713625
2018-11-07,43600,44500,43400,44000,40295.09375,11553998
2018-11-08,44900,45050,44050,44050,40340.88281,12617397
2018-11-09,44450,44850,43900,44300,40569.82422,7318500
2018-11-12,43850,45250,43700,45200,41394.05078,8552566
2018-11-13,43900,44500,43400,44500,40752.99609,9311126
2018-11-14,44500,44500,43800,44100,40386.67578,6783344
2018-11-16,44600,44750,43700,44000,40295.09375,7777124
2018-11-19,44050,44250,43450,43650,39974.56641,7538720
2018-11-20,42450,43000,42100,42800,39196.13281,9420664
2018-11-21,41800,42300,41800,42100,38555.07422,10769589
2018-11-22,42000,42650,42000,42450,38875.60938,5970796
2018-11-23,42450,42600,41900,42400,38829.8125,5192638
2018-11-26,42150,42800,42100,42600,39012.97266,6613009
2018-11-27,42900,43100,42500,43050,39425.08594,8367091
2018-11-28,42800,43200,42750,43150,39516.66406,6943099
2018-11-29,43850,43850,42900,43150,39516.66406,8473511
2018-11-30,43450,44000,41750,41850,38326.13281,19775519
2018-12-03,42750,43400,42400,43250,39608.24609,12110702
2018-12-04,42650,42900,41900,42150,38600.86719,14347746
2018-12-05,40900,41750,40850,41450,37959.80859,12631983
2018-12-06,40600,41100,40450,40500,37089.80469,14251826
2018-12-07,40900,41400,40850,40950,37501.91016,11433083
2018-12-10,40450,40650,40000,40200,36815.06641,14892263
2018-12-11,40600,40700,40200,40250,36860.85547,10638766
2018-12-12,40250,40700,40150,40450,37044.00781,12024279
2018-12-13,40650,40750,40000,40000,36631.89453,26254646
2018-12-14,40200,40200,38700,38950,35670.3125,19671783
2018-12-17,38650,39600,38650,39150,35853.48047,11532968
2018-12-18,38300,39200,38300,38900,35624.52344,11042101
2018-12-19,38900,39350,38850,39100,35807.67969,9942037
2018-12-20,38600,39100,38500,38650,35395.57422,11937617
2018-12-21,38200,38650,38100,38650,35395.57422,14947080
2018-12-24,38500,39050,38300,38800,35532.94531,9729530
2018-12-26,38400,38750,38300,38350,35120.83594,12707675
2018-12-27,38700,38800,38100,38250,35355.61328,10510643
2018-12-28,38250,38900,38200,38700,35771.5625,9900267
2019-01-02,39400,39400,38550,38750,35817.78516,7847664
2019-01-03,38300,38550,37450,37600,34754.80469,12471493
2019-01-04,37450,37600,36850,37450,34616.15625,14108958
2019-01-07,38000,38900,37800,38750,35817.78516,12748997
2019-01-08,38000,39200,37950,38100,35216.96875,12756554
2019-01-09,38650,39600,38300,39600,36603.46094,17452708
2019-01-10,40000,40150,39600,39800,36788.32813,14731699
2019-01-11,40350,40550,39950,40500,37435.36328,11661063
2019-01-14,40450,40700,39850,40050,37019.40625,11984996
2019-01-15,40050,41100,39850,41100,37989.95313,11492756
2019-01-16,41150,41450,40700,41450,38313.47266,8491595
2019-01-17,41700,42100,41450,41950,38775.63672,11736903
2019-01-18,42000,42400,41950,42300,39099.14844,11029256
2019-01-21,42700,42750,41900,42750,39515.10156,11355701
2019-01-22,42750,42850,41850,42150,38960.50391,9964356
2019-01-23,41350,42250,41350,42000,38821.85547,11071079
2019-01-24,43050,43100,42350,43050,39792.40234,14747623
2019-01-25,44300,44750,43750,44750,41363.75781,22789395
2019-01-28,45000,45500,44600,45050,41641.0625,17998914
2019-01-29,45050,45500,44350,45500,42057.00781,16215017
2019-01-30,44800,46400,44800,46400,42888.90234,17505980
2019-01-31,46650,47050,46150,46150,42657.82422,21621145
2019-02-01,46650,46950,46250,46350,42842.69141,13832454
2019-02-07,46800,47100,46200,46200,42704.03906,15872001
2019-02-08,45700,45700,44650,44800,41409.98047,12689196
2019-02-11,44500,45000,44250,45000,41594.83984,11125044
2019-02-12,44650,46250,44650,46050,42565.38672,13184367
2019-02-13,46400,46700,46000,46200,42704.03906,11299738
2019-02-14,46600,47500,46150,47500,43905.66797,17259341
2019-02-15,46750,46850,45650,46050,42565.38672,10554643
2019-02-18,46500,46850,45850,46200,42704.03906,8183728
2019-02-19,45850,46150,45450,45950,42472.95313,6741395
2019-02-20,46750,47100,46500,46900,43351.07031,11506720
2019-02-21,46500,47200,46200,46950,43397.28906,8694009
2019-02-22,46500,47150,46450,47150,43582.15625,6895772
2019-02-25,47400,47550,47050,47350,43767.01563,7484716
2019-02-26,47350,47450,46500,46750,43212.41797,7985547
2019-02-27,47000,47250,46750,46750,43212.41797,8045211
2019-02-28,46400,46500,45100,45100,41687.28125,23569321
2019-03-04,46000,46100,44800,44850,41456.19922,12926539
2019-03-05,44600,45100,44150,44250,40901.59375,10612405
2019-03-06,44000,44300,43700,44000,40670.51953,10202544
2019-03-07,43400,44950,43400,44450,41086.46484,11049749
2019-03-08,44450,44800,43800,43800,40485.65234,7729069
2019-03-11,44400,44450,43650,43650,40346.99609,10717408
2019-03-12,44300,44950,44150,44650,41271.32422,11431977
2019-03-13,44250,44450,43700,43850,40531.86719,8108343
2019-03-14,43700,44300,43550,43850,40531.86719,18039161
2019-03-15,43800,44250,43700,44200,40855.37891,16814163
2019-03-18,43950,44150,43450,43700,40393.21484,8188876
2019-03-19,43750,43900,43550,43900,40578.08203,7609563
2019-03-20,43800,44200,43100,44050,40716.73438,9846242
2019-03-21,44600,46250,44050,45850,42380.52344,21138016
2019-03-22,46850,47000,46250,46550,43027.55469,12535911
2019-03-25,45300,45650,44800,45500,42057.00781,8699728
2019-03-26,45500,45700,44900,45250,41825.92188,9729811
2019-03-27,44750,45600,44250,45350,41918.35156,9568081
2019-03-28,44950,45200,44300,44850,41782.34766,6821306
2019-03-29,44500,44900,44200,44650,41596.02344,11491713
2019-04-01,45200,45450,44850,45050,41968.66406,7362129
2019-04-02,45550,46100,45350,45750,42620.78125,9480688
2019-04-03,46750,46750,45800,46600,43412.64063,12436570
2019-04-04,46150,47100,46150,46950,43738.70703,12650168
2019-04-05,46950,47550,46600,46850,43645.54688,8546339
2019-04-08,47250,47250,46150,46650,43459.22656,8507909
2019-04-09,46700,46950,46200,46650,43459.22656,6878761
2019-04-10,46400,46700,46050,46700,43505.80859,11883995
2019-04-11,46700,46800,46150,46250,43086.58203,13697399
2019-04-12,46050,46900,46000,46850,43645.54688,7668936
2019-04-15,47150,47500,47000,47050,43831.86328,8733019
2019-04-16,47400,47400,46800,47250,44018.19531,7730881
2019-04-17,47300,47600,47000,47050,43831.86328,5513658
2019-04-18,47200,47250,45500,45600,42481.04297,12808747
2019-04-19,45750,46000,45250,45300,42201.5625,8479710
2019-04-22,45400,45900,45100,45350,42248.14453,6006957
2019-04-23,45050,45500,45000,45200,42108.40625,6920566
2019-04-24,45400,45650,44150,44750,41689.18359,13299267
2019-04-25,44250,45000,44100,44650,41596.02344,10868965
2019-04-26,44200,45000,43800,44850,41782.34766,9739982
2019-04-29,45150,46150,45100,46150,42993.42578,8777517
2019-04-30,46000,46300,45350,45850,42713.94922,11121273
2019-05-02,45500,46150,45400,45900,42760.52344,8625126
2019-05-03,45900,46050,45300,45300,42201.5625,6562916
2019-05-07,45250,45300,44400,44850,41782.34766,12014907
2019-05-08,44300,44850,44200,44250,41223.37891,10398754
2019-05-09,43900,44250,42450,42450,39546.5,23029718
2019-05-10,42600,43450,42450,42900,39965.73047,14579512
2019-05-13,42500,43200,42350,42650,39732.82031,7635079
2019-05-14,41300,43100,41300,42650,39732.82031,11563730
2019-05-15,42700,43050,42550,42550,39639.65625,7670185
2019-05-16,42350,42400,41350,41550,38708.05469,13687828
2019-05-17,41950,42050,40850,41200,38381.99609,13357951
2019-05-20,41650,42100,41550,42000,39127.27734,15752397
2019-05-21,42600,43950,42350,43150,40198.62109,18812133
2019-05-22,43700,43800,42400,43500,40524.6875,11033339
2019-05-23,43900,44000,43250,43850,40850.74609,12259006
2019-05-24,43800,43800,42400,42700,39779.40234,13966305
2019-05-27,42500,43000,42350,42650,39732.82031,8066669
2019-05-28,42550,42950,42150,42550,39639.65625,24506881
2019-05-29,41850,42100,41300,41800,38940.95703,14930618
2019-05-30,42200,42700,42150,42550,39639.65625,11766018
2019-05-31,42600,42800,42150,42500,39593.07813,11365999
2019-06-03,42950,43900,42500,43800,40804.16406,15466580
2019-06-04,43400,43700,43000,43450,40478.09766,9913497
2019-06-05,44050,44200,43700,43900,40897.32813,12464135
2019-06-07,43600,44350,43450,44200,41176.80469,11683682
2019-06-10,44300,44850,44050,44800,41735.76563,8792182
2019-06-11,44800,45000,44550,44850,41782.34766,6664872
2019-06-12,44800,45050,44300,44600,41549.44141,8607439
2019-06-13,44200,44400,43400,43750,40757.58203,16906541
2019-06-14,43750,44150,43300,44000,40990.48047,9322873
2019-06-17,43750,44050,43400,43900,40897.32813,11890424
2019-06-18,43750,44500,43650,44350,41316.54688,7994928
2019-06-19,45450,45450,45000,45350,42248.14453,10417690
2019-06-20,44850,45500,44850,45500,42387.88281,7147785
2019-06-21,45750,45800,45200,45700,42574.20703,9454913
2019-06-24,45200,45800,45200,45500,42387.88281,6085066
2019-06-25,45200,45800,45200,45600,42481.04297,7076774
2019-06-26,45800,46000,45600,45700,42574.20703,9226097
2019-06-27,46000,46600,45750,46500,43657.66797,12603534
2019-06-28,47000,47000,46700,47000,44127.10547,12949231
2019-07-01,47350,47400,46250,46600,43751.55469,11383522
2019-07-02,46200,46900,45850,46250,43422.94531,8463073
2019-07-03,45750,46350,45200,45400,42624.90625,9669368
2019-07-04,45250,46200,45250,46000,43188.22656,6365573
2019-07-05,45950,45950,45250,45650,42859.62109,7235395
2019-07-08,44750,44800,44350,44400,41686.03125,7823843
2019-07-09,44850,45450,44700,45100,42343.24219,7646421
2019-07-10,45550,46150,45500,45550,42765.73438,9253930
2019-07-11,46350,46550,46150,46200,43376,10989751
2019-07-12,46350,46400,45800,46300,43469.89063,5245804
2019-07-15,45950,46650,45750,46450,43610.72266,4717226
2019-07-16,46450,46850,46300,46850,43986.27344,7407824
2019-07-17,46150,46350,45950,46050,43235.17188,5216602
2019-07-18,46450,46450,45650,46100,43282.11719,5143554
2019-07-19,46650,46950,46600,46800,43939.32813,8819393
2019-07-22,46800,47300,46600,47200,44314.87891,9009109
2019-07-23,47350,47550,47050,47300,44408.76563,9061381
2019-07-24,47100,47150,46250,46400,43563.77344,8756522
2019-07-25,47150,47200,46600,47200,44314.87891,8408838
2019-07-26,46650,47150,46550,47150,44267.9375,7873886
2019-07-29,46800,47050,46000,46100,43282.11719,6856846
2019-07-30,46300,46850,46300,46550,43704.61328,5551014
2019-07-31,46200,46600,45000,45350,42577.96094,12872916
2019-08-01,44900,45500,44850,45200,42437.13281,7811181
2019-08-02,44550,45500,44300,44950,42202.41016,12151374
2019-08-05,44350,44600,43600,43950,41263.53906,14214086
2019-08-06,42500,43800,42500,43500,40841.04297,15083824
2019-08-07,43600,43900,43100,43200,40559.37891,10002533
2019-08-08,43250,43500,42650,42650,40043,16926881
2019-08-09,43250,43350,43050,43150,40512.44141,9685147
2019-08-12,44000,44000,43550,43700,41028.81641,8466169
2019-08-13,43500,43500,42950,43000,40371.60547,7276979
2019-08-14,43900,44250,43500,43700,41028.81641,8750135
2019-08-16,43800,43900,43300,43900,41216.59375,9528115
2019-08-19,44350,44350,43500,43600,40934.92969,6014218
2019-08-20,43950,44600,43550,44450,41732.98047,8434205
2019-08-21,44350,44800,44150,44500,41779.91406,6571717
2019-08-22,44500,44700,43850,44050,41357.42578,8061177
2019-08-23,43800,44200,43650,43950,41263.53906,5017381
2019-08-26,43050,43800,42950,43600,40934.92969,7954949
2019-08-27,43650,44200,43600,44050,41357.42578,16883932
2019-08-28,44100,44400,43750,44150,41451.31641,5758333
2019-08-29,44200,44200,43050,43400,40747.15625,10768862
2019-08-30,43750,44300,43750,44000,41310.48438,9899073
2019-09-02,44850,44850,43650,43800,41122.70313,7185537
2019-09-03,43550,43650,43100,43250,40606.32813,9774941
2019-09-04,43250,44100,43150,44100,41404.36328,12441837
2019-09-05,44800,46100,44450,45700,42906.56641,18297430
2019-09-06,46500,46500,45850,46300,43469.89063,9896562
2019-09-09,46450,47000,46300,46900,44033.21875,9434157
2019-09-10,47100,47200,46550,47000,44127.10547,9231792
2019-09-11,47300,47400,46800,47150,44267.9375,16141619
2019-09-16,47000,47100,46400,47100,44220.99219,15550926
2019-09-17,47000,47100,46800,46900,44033.21875,7006280
2019-09-18,46900,47700,46800,47700,44784.32031,10413027
2019-09-19,48050,49200,47850,49150,46145.68359,16461413
2019-09-20,49400,49600,49100,49200,46192.63281,15460210
2019-09-23,49250,49300,49000,49300,46286.51172,7568553
2019-09-24,49050,49650,48850,49500,46474.29297,7871955
2019-09-25,49200,49350,48800,48900,45910.96484,9187141
2019-09-26,49000,49250,48900,49200,46192.63281,8494756
2019-09-27,48000,48700,48000,48400,45770.85547,8048041
2019-09-30,48050,49250,47900,49050,46385.54297,9497119
2019-10-01,48900,49100,48650,48850,46196.41016,6206035
2019-10-02,48350,48400,47600,47600,45014.3125,8382463
2019-10-04,47400,48650,47350,48000,45392.58203,9331695
2019-10-07,48350,48700,47650,47750,45156.16016,7047273
2019-10-08,47900,49000,47600,48900,46243.69531,14239367
2019-10-10,48200,49200,48000,48550,45912.70313,18639855
2019-10-11,49000,49450,48800,49150,46480.11328,7783275
2019-10-14,50000,50300,49850,50000,47283.94141,11130635
2019-10-15,49900,50200,49900,50100,47378.50781,6058105
2019-10-16,50700,50900,50400,50700,47945.91406,9136282
2019-10-17,50500,50600,50100,50500,47756.78516,6701380
2019-10-18,50300,50900,49650,49900,47189.37109,8483106
2019-10-21,49900,50400,49800,50300,47567.64453,4406531
2019-10-22,50800,51500,50700,51200,48418.75391,10898729
2019-10-23,51300,51500,50800,51200,48418.75391,8663880
2019-10-24,52500,52500,50500,50700,47945.91406,21185785
2019-10-25,50800,51200,50500,50900,48135.05078,7879897
2019-10-28,50700,51500,50700,51300,48513.32422,6431522
2019-10-29,51400,51700,50800,51100,48324.1875,7581629
2019-10-30,50700,50800,50200,50400,47662.21094,8959435
2019-10-31,51000,51400,50300,50400,47662.21094,10304777
2019-11-01,50600,51200,50400,51200,48418.75391,8467846
2019-11-04,51700,52300,51400,52300,49459,13012411
2019-11-05,52400,52700,52100,52700,49837.27344,10581034
2019-11-06,52900,53500,52700,53300,50404.67969,14361133
2019-11-07,53400,53400,52400,52900,50026.41016,9257116
2019-11-08,53200,53300,52000,52100,49269.86719,11603290
2019-11-11,52200,52200,51400,51600,48797.02344,8185952
2019-11-12,51800,52600,51600,52600,49742.70313,6576148
2019-11-13,52500,52500,52000,52500,49648.13672,6225196
2019-11-15,52900,53700,52600,53700,50782.95703,9703360
2019-11-18,53600,53800,53200,53500,50593.81641,7746554
2019-11-19,53200,53500,52700,53500,50593.81641,8907177
2019-11-20,53400,53400,52000,52000,49175.29688,12560070
2019-11-21,51600,52100,50600,51000,48229.62109,14298646
2019-11-22,51000,51600,50900,51600,48797.02344,8478310
2019-11-25,52200,52600,51700,51800,48986.16406,9050625
2019-11-26,51900,52900,51800,51800,48986.16406,27372226
2019-11-27,51800,52300,51600,52200,49364.43359,7546261
2019-11-28,51900,52100,51300,51300,48513.32422,6833885
2019-11-29,51200,51400,50200,50300,47567.64453,11179334
2019-12-02,50900,51300,50400,50400,47662.21094,18877252
2019-12-03,49800,50300,49500,49900,47189.37109,12059812
2019-12-04,49600,49850,49000,49450,46763.81641,13246549
2019-12-05,50200,50400,49500,49500,46811.10156,10449715
2019-12-06,50100,50900,49950,50400,47662.21094,11414563
2019-12-09,50900,51400,50700,51200,48418.75391,8470627
2019-12-10,51000,51600,50700,51500,48702.46094,6882771
2019-12-11,51500,52200,51400,51900,49080.72656,11379521
2019-12-12,53000,53300,52700,53300,50404.67969,29178697
2019-12-13,54500,54800,53900,54700,51728.63281,18120261
2019-12-16,54500,54900,54300,54700,51728.63281,11512405
2019-12-17,55800,56700,55400,56700,53619.99219,19358433
2019-12-18,56700,57200,56000,56300,53241.72266,15558208
2019-12-19,57000,57300,55500,56000,52958.01953,14180520
2019-12-20,56100,56500,55600,56000,52958.01953,12095519
2019-12-23,56100,56400,55100,55500,52485.17578,9839252
2019-12-24,55600,55700,54800,55000,52012.33984,11868463
2019-12-26,54700,55400,54400,55400,52390.60938,9645034
2019-12-27,55700,56900,55500,56500,53774.46875,12313056
2019-12-30,56200,56600,55700,55800,53108.23828,8356767
2020-01-02,55500,56000,55000,55200,52537.17969,12993228
2020-01-03,56000,56600,54900,55500,52822.70703,15422255
2020-01-06,54900,55600,54600,55500,52822.70703,10278951
2020-01-07,55700,56400,55600,55800,53108.23828,10009778
2020-01-08,56200,57400,55900,56800,54059.99219,23501171
2020-01-09,58400,58600,57400,58600,55773.16406,24102579
2020-01-10,58800,59700,58300,59500,56629.74609,16000170
2020-01-13,59600,60000,59100,60000,57105.62891,11359139
2020-01-14,60400,61000,59900,60000,57105.62891,16906295
2020-01-15,59500,59600,58900,59000,56153.86719,14300928
2020-01-16,59100,60700,59000,60700,57771.85938,14381774
2020-01-17,61900,62000,61000,61300,58342.92188,16025661
2020-01-20,62000,62800,61700,62400,59389.85547,12528855
2020-01-21,62000,62400,61200,61400,58438.09766,11142693
2020-01-22,60500,62600,60400,62300,59294.67969,15339565
2020-01-23,61800,61800,60700,60800,57867.03516,14916555
2020-01-28,59400,59400,58300,58800,55963.51563,23664541
2020-01-29,59100,59700,58800,59100,56249.04688,16446102
2020-01-30,58800,58800,56800,57200,54440.69922,20821939
2020-01-31,57800,58400,56400,56400,53679.29297,19749457
2020-02-03,55500,57400,55200,57200,54440.69922,23995260
2020-02-04,57100,59000,56800,58900,56058.69531,21800192
2020-02-05,60000,60200,58900,59500,56629.74609,19278165
2020-02-06,60100,61100,59700,61100,58152.5625,14727159
2020-02-07,61100,61200,59700,60400,57486.33203,16402493
2020-02-10,59200,59800,59100,59700,56820.09766,13107121
2020-02-11,59800,60700,59700,59900,57010.45313,11071231
2020-02-12,60300,60700,59700,60500,57581.50391,12904207
2020-02-13,61200,61600,60500,60700,57771.85938,18449775
2020-02-14,60900,61900,60200,61800,58818.80078,13276067
2020-02-17,61600,62000,61200,61500,58533.26953,8740596
2020-02-18,60800,60900,59700,59800,56915.27734,16674266
2020-02-19,59800,60400,59400,60200,57295.98438,12951496
2020-02-20,60700,61300,59600,60000,57105.62891,14591924
2020-02-21,58800,59800,58500,59200,56344.21875,13777393
2020-02-24,57400,58100,56800,56800,54059.99219,25627537
2020-02-25,56200,58000,56200,57900,55106.92969,23885408
2020-02-26,56000,57000,56000,56500,53774.46875,25483102
2020-02-27,56300,56900,55500,55900,53203.41406,23209541
2020-02-28,55000,55500,54200,54200,51585.41797,30054227
2020-03-02,54300,55500,53600,55000,52346.83203,30403412
2020-03-03,56700,56900,55100,55400,52727.53516,30330295
2020-03-04,54800,57600,54600,57400,54631.05078,24765728
2020-03-05,57600,58000,56700,57800,55011.75391,21698990
2020-03-06,56500,57200,56200,56500,53774.46875,18716656
2020-03-09,56500,56500,56500,56500,53774.46875,0
2020-03-10,53800,54900,53700,54600,51966.125,32106554
2020-03-11,54300,54400,52000,52100,49586.72266,45707281
2020-03-12,52100,52100,52100,52100,49586.72266,0
2020-03-13,47450,51600,46850,49950,47540.4375,59462933
2020-03-16,50100,50900,48800,48900,46541.08984,33339821
2020-03-17,46900,49650,46700,47300,45018.27344,51218151
2020-03-18,47750,48350,45600,45600,43400.27734,40152623
2020-03-19,46400,46650,42300,42950,40878.10938,56925513
2020-03-20,44150,45500,43550,45400,43209.92578,49730008
2020-03-23,42600,43550,42400,42500,40449.82422,41701626
2020-03-24,43850,46950,43050,46950,44685.15625,49801908
2020-03-25,48950,49600,47150,48650,46303.14844,52735922
2020-03-26,49000,49300,47700,47800,45494.15234,42185129
2020-03-27,49600,49700,46850,48300,45970.03516,39896178
2020-03-30,47050,48350,46550,47850,45877.98828,26797395
2020-03-31,48000,48500,47150,47750,45782.10547,30654261
2020-04-01,47450,47900,45800,45800,43912.47266,27259532
2020-04-02,46200,46850,45350,46800,44871.26172,21621076
2020-04-03,47400,47600,46550,47000,45063.01953,22784682
2020-04-06,47500,48800,47250,48700,46692.95703,23395726
2020-04-07,49650,50200,49000,49600,47555.86719,31524034
2020-04-08,49600,49750,48600,48600,46597.07813,25010314
2020-04-09,49750,49800,48700,49100,47076.46875,22628058
2020-04-10,48950,49250,48650,49250,47220.28906,17839111
2020-04-13,48650,48900,48300,48300,46309.44531,14431800
2020-04-14,48800,49200,48300,49000,46980.59375,14206216
2020-04-16,49350,49350,48550,49000,46980.59375,23349760
2020-04-17,50800,52000,50300,51400,49281.67969,32041675
2020-04-20,51400,51400,50000,50100,48035.25781,21866354
2020-04-21,49400,49700,48700,49250,47220.28906,27407543
2020-04-22,48700,50000,48350,49850,47795.5625,18613864
2020-04-23,50200,50300,49500,49850,47795.5625,18754442
2020-04-24,49650,49750,49000,49350,47316.16797,15618347
2020-04-27,49350,50000,49100,49850,47795.5625,14049471
2020-04-28,49850,50100,49300,50100,48035.25781,16095399
2020-04-29,49900,50500,49600,50000,47939.38281,15604533
2020-05-04,48900,49100,48500,48500,46501.20313,26083749
2020-05-06,49000,49200,48500,49200,47172.35156,18070225
2020-05-07,49200,49300,48700,48800,46788.83594,13884411
2020-05-08,49100,49350,48800,48800,46788.83594,15319700
2020-05-11,48900,49250,48300,48400,46405.32031,16357743
2020-05-12,48400,48500,47550,47900,45925.92969,23433590
2020-05-13,47250,48550,47200,48550,46549.13672,20223277
2020-05-14,47750,48100,47650,48000,46021.80469,19305974
